state,CZ20,PUMA20,PUMA20_name,pop_overlap,share_of_CZ20,CZ20_total_pop,cells,grid_res_m,crs_epsg,method
AZ,35,G04000134,Maricopa County (West) & Gila River Indian Community (Northwest) PUMA,164719.73285764456,0.03371951247720898,4884997.461602644,20228,100,5070,building_footprint_area
AZ,34,G04000134,Maricopa County (West) & Gila River Indian Community (Northwest) PUMA,0.4186554253101349,1.1015782327721158e-6,380050.5609634195,1,100,5070,building_footprint_area
AZ,35,G04000129,Phoenix (Far North) & Peoria (Northwest) Cities PUMA,138958.5869906349,0.028445989600380694,4884997.461602644,10486,100,5070,building_footprint_area
AZ,35,G04000111,Maricopa County (Northeast)--Scottsdale City (Southeast) & Fountain Hills Town PUMA,111572.64968501776,0.022839858272600534,4884997.461602644,14011,100,5070,building_footprint_area
AZ,35,G04000112,"Maricopa County--Scottsdale (North), Phoenix (Far Northeast) Cities & Cave Creek PUMA",128398.95823496301,0.026284344924273218,4884997.461602644,17991,100,5070,building_footprint_area
AZ,35,G04000128,Phoenix City (North) PUMA,110100.73636105843,0.022538545255443625,4884997.461602644,5360,100,5070,building_footprint_area
AZ,35,G04000130,Maricopa County--El Mirage & Sun City PUMA,126624.5434074495,0.025921107309215916,4884997.461602644,8148,100,5070,building_footprint_area
AZ,35,G04000131,Maricopa County--Surprise City (Central) PUMA,123434.01410110295,0.025267979169145232,4884997.461602644,6086,100,5070,building_footprint_area
AZ,35,G04000127,Maricopa County--Peoria City (South & Central) PUMA,121057.5724335165,0.02478150160467035,4884997.461602644,5705,100,5070,building_footprint_area
AZ,35,G04000126,Maricopa County--Glendale City (North) PUMA,129891.0655923374,0.02658979182964067,4884997.461602644,5990,100,5070,building_footprint_area
AZ,35,G04000115,Phoenix City (Northwest Central) PUMA,109514.47990288492,0.022418533635625675,4884997.461602644,4094,100,5070,building_footprint_area
AZ,35,G04000114,Phoenix City (Northeast Central) PUMA,111367.60617309622,0.02279788414394781,4884997.461602644,4760,100,5070,building_footprint_area
AZ,35,G04000113,Phoenix City (Northeast) PUMA,104527.98771639355,0.0213977568131838,4884997.461602644,6327,100,5070,building_footprint_area
AZ,35,G04000125,Phoenix City (West) PUMA,114658.00752116647,0.023471456929590722,4884997.461602644,3742,100,5070,building_footprint_area
AZ,35,G04000132,"Maricopa County--Goodyear, Glendale (West) & Litchfield Park (Northwest) Cities PUMA",146259.65578300878,0.02994057968968211,4884997.461602644,10192,100,5070,building_footprint_area
AZ,35,G04000110,Maricopa County--Scottsdale City (Southwest) & Paradise Valley Town PUMA,128207.2798468913,0.02624510674870028,4884997.461602644,9961,100,5070,building_footprint_area
AZ,35,G04000124,Maricopa County--Glendale City (South) PUMA,114265.368792278,0.02339108048477684,4884997.461602644,3838,100,5070,building_footprint_area
AZ,35,G04000116,Phoenix City (Uptown) PUMA,110707.46712969244,0.022662748138536824,4884997.461602644,4137,100,5070,building_footprint_area
AZ,35,G04000133,Maricopa County--Avondale (Central) & Litchfield Park (Central) Cities PUMA,122520.87900748476,0.0250810527478327,4884997.461602644,4923,100,5070,building_footprint_area
AZ,35,G04000123,Phoenix City--Maryvale (West) PUMA,115918.64667392522,0.023729520349821277,4884997.461602644,2919,100,5070,building_footprint_area
AZ,35,G04000122,Phoenix City--Maryvale (East) PUMA,102198.98617290054,0.020920990640468345,4884997.461602644,2590,100,5070,building_footprint_area
AZ,35,G04000117,Phoenix City (East) PUMA,110182.99461175501,0.02255538421008857,4884997.461602644,5132,100,5070,building_footprint_area
AZ,35,G04000118,Phoenix City--Downtown & Sky Harbor International Airport PUMA,115694.10037532845,0.02368355383697009,4884997.461602644,4316,100,5070,building_footprint_area
AZ,35,G04000121,Phoenix (Southwest) & Tolleson Cities PUMA,166528.34209243604,0.034089749974568526,4884997.461602644,6745,100,5070,building_footprint_area
AZ,35,G04000102,Maricopa County--Mesa City (North Central) PUMA,143922.78734877316,0.029462203098372896,4884997.461602644,7491,100,5070,building_footprint_area
AZ,35,G04000119,Phoenix City (South) PUMA,117119.2200822644,0.023975287807793566,4884997.461602644,4881,100,5070,building_footprint_area
AZ,35,G04000109,Maricopa County--Tempe City (North) PUMA,108443.801010394,0.022199356675779384,4884997.461602644,3442,100,5070,building_footprint_area
AZ,35,G04000101,Maricopa County--Mesa City (East) PUMA,185692.7498256804,0.038012865162218384,4884997.461602644,11086,100,5070,building_footprint_area
AZ,35,G04000803,Pinal County (North)--Apache Junction City PUMA,147171.80344810023,0.030127303976083722,4884997.461602644,11950,100,5070,building_footprint_area
AZ,35,G04000103,Maricopa County--Mesa City (West) PUMA,120900.525348939,0.024749352747723764,4884997.461602644,4004,100,5070,building_footprint_area
AZ,36,G04000400,"Gila, Graham, Greenlee Counties PUMA",47641.82752845122,0.9999448915988458,47644.45313808753,8663,100,5070,building_footprint_area
AZ,35,G04000104,Maricopa County--Mesa City (South Central) PUMA,106589.52844687551,0.021819771511591774,4884997.461602644,4525,100,5070,building_footprint_area
AZ,35,G04000120,Phoenix City--Ahwatukee & South Mountain PUMA,108348.17546348087,0.022179781323352948,4884997.461602644,5450,100,5070,building_footprint_area
AZ,35,G04000108,Maricopa County--Tempe (South) & Chandler (Northwest) Cities PUMA,107997.10423767427,0.022107914095464677,4884997.461602644,4958,100,5070,building_footprint_area
AZ,38,G04000701,"La Paz & Yuma Counties--Parker, Quartzsite, Wellton Somerton & San Luis Cities PUMA",87893.57950640284,0.2340990437981085,375454.6711527961,7236,100,5070,building_footprint_area
AZ,35,G04000105,Maricopa County--Gilbert Town (North) PUMA,165963.6872066185,0.03397416037800151,4884997.461602644,8108,100,5070,building_footprint_area
AZ,35,G04000106,Maricopa County--Chandler City (Northeast) PUMA,122719.08212049305,0.025121626589388654,4884997.461602644,4942,100,5070,building_footprint_area
AZ,35,G04000135,Maricopa County--Gilbert (South) & Queen Creek Towns PUMA,166237.67677449994,0.0340302483432533,4884997.461602644,10541,100,5070,building_footprint_area
AZ,35,G04000807,"Pinal County (West)--Maricopa, Casa Grande & Eloy (Southeast) Cities PUMA",143397.87429206073,0.02935474898793817,4884997.461602644,13763,100,5070,building_footprint_area
AZ,35,G04000107,Maricopa County--Chandler City (South) PUMA,127741.70068007708,0.026149798783757863,4884997.461602644,7392,100,5070,building_footprint_area
AZ,35,G04000805,"Pinal County (Central)--Florence Town, Eloy (Northeast) & Coolidge Cities PUMA",121795.6076315986,0.02493258360704256,4884997.461602644,13999,100,5070,building_footprint_area
AZ,38,G04001101,Yuma County--Yuma City PUMA,111655.85501875787,0.2973883762743708,375454.6711527961,6171,100,5070,building_footprint_area
AZ,33,G04001901,Pima County (West) PUMA,110966.36851863563,0.09177654802954775,1209092.8554308848,16012,100,5070,building_footprint_area
AZ,35,G04001903,Pima County (North Central)--Oro Valley Town PUMA,10806.168148428202,0.0022121133600104207,4884997.461602644,1230,100,5070,building_footprint_area
AZ,33,G04001902,Tucson City (West) & Marana Town PUMA,137277.6662506368,0.11353773668748966,1209092.8554308848,14314,100,5070,building_footprint_area
AZ,33,G04000805,"Pinal County (Central)--Florence Town, Eloy (Northeast) & Coolidge Cities PUMA",0.09179780632257462,7.592287549318171e-8,1209092.8554308848,1,100,5070,building_footprint_area
AZ,33,G04001903,Pima County (North Central)--Oro Valley Town PUMA,105591.85726414993,0.08733147068884146,1209092.8554308848,10385,100,5070,building_footprint_area
AZ,36,G35000900,Southwest New Mexico PUMA,2.6256096363067627,5.510840115421159e-5,47644.45313808753,1,100,5070,building_footprint_area
AZ,33,G04001904,Pima County (Northeast) PUMA,109582.91871940903,0.09063234327057283,1209092.8554308848,16015,100,5070,building_footprint_area
AZ,33,G04001907,Tucson City (Northwest) PUMA,116451.40500296978,0.09631303706733918,1209092.8554308848,4801,100,5070,building_footprint_area
AZ,33,G04000900,Cochise & Santa Cruz Counties--Sierra Vista City PUMA,169929.8349957941,0.14054324631273762,1209092.8554308848,33060,100,5070,building_footprint_area
AZ,33,G04001906,Tucson City (Northeast) PUMA,113644.8247648105,0.0939918090280261,1209092.8554308848,5890,100,5070,building_footprint_area
AZ,33,G04001909,Tucson City (Southeast) PUMA,122516.65641591512,0.1013294023412733,1209092.8554308848,6504,100,5070,building_footprint_area
AZ,33,G04001908,Tucson City (South) PUMA,114846.29870239645,0.09498550767754611,1209092.8554308848,4977,100,5070,building_footprint_area
AZ,33,G04001905,Pima County (Southeast)--Tucson City (Far Southeast) & Sahuarita Town PUMA,108270.16224116273,0.08954660657768791,1209092.8554308848,11811,100,5070,building_footprint_area
CA,63,G06001500,"Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties PUMA",27601.888118883595,0.5423476874519043,50893.34527923353,4380,100,5070,building_footprint_area
CA,69,G06001500,"Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties PUMA",52132.36013134429,0.4301865717419921,121185.46592526161,19086,100,5070,building_footprint_area
CA,69,G41009200,"Klamath, Malheur, Lake & Harney Counties PUMA",2.2732515819370747,1.875845064901637e-5,121185.46592526161,3,100,5070,building_footprint_area
CA,65,G06002300,Humboldt County PUMA,135261.59115322586,0.9999274239542396,135271.40861716773,20853,100,5070,building_footprint_area
CA,458,G06001500,"Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties PUMA",1.8314048051834106,2.3065587340457844e-4,7939.987732161768,1,100,5070,building_footprint_area
CA,458,G41009200,"Klamath, Malheur, Lake & Harney Counties PUMA",0.927879810333252,1.1686161762880008e-4,7939.987732161768,2,100,5070,building_footprint_area
CA,61,G06001100,"Colusa, Glenn, Tehama & Trinity Counties PUMA",110015.73058623588,0.21910973885897253,502103.3348820987,29317,100,5070,building_footprint_area
CA,61,G06008900,Shasta County--Redding City PUMA,181467.19959029835,0.3614140496256802,502103.3348820987,32431,100,5070,building_footprint_area
CA,69,G06008900,Shasta County--Redding City PUMA,4.855997085571289,4.007078776728981e-5,121185.46592526161,1,100,5070,building_footprint_area
CA,68,G06001500,"Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties PUMA",52113.08061221987,0.94344138574951,55237.22130423505,13418,100,5070,building_footprint_area
CA,68,G06008900,Shasta County--Redding City PUMA,1.4711642265319824,2.663356685574602e-5,55237.22130423505,1,100,5070,building_footprint_area
CA,67,G06003300,Lake & Mendocino Counties PUMA,158512.5387513683,0.9999463382723143,158521.04526453174,36686,100,5070,building_footprint_area
CA,61,G06000700,Butte County--Chico City PUMA,210620.4047055645,0.4194762115153473,502103.3348820987,26586,100,5070,building_footprint_area
CA,62,G06001100,"Colusa, Glenn, Tehama & Trinity Counties PUMA",21779.241238495917,0.00868575461652687,2507466.7890174263,4100,100,5070,building_footprint_area
CA,62,G06010100,Sutter & Yuba Counties--Yuba City & Marysville Cities PUMA,180680.1151271714,0.0720568327838043,2507466.7890174263,19286,100,5070,building_footprint_area
CA,68,G06005700,Nevada & Sierra Counties PUMA,3120.452210684307,0.056491838963033815,55237.22130423505,1108,100,5070,building_footprint_area
CA,62,G06000700,Butte County--Chico City PUMA,2.0612857341766357,8.220590371146528e-7,2507466.7890174263,1,100,5070,building_footprint_area
CA,62,G06005700,Nevada & Sierra Counties PUMA,101693.4967099633,0.04055626864346739,2507466.7890174263,24233,100,5070,building_footprint_area
CA,58,G06009704,"Sonoma County (North)--Windsor Town, Healdsburg & Cloverdale Cities PUMA",121004.64904325362,0.0208367820773612,5807261.821618947,23579,100,5070,building_footprint_area
CA,361,G32000103,Washoe County (South) PUMA,4.216181010007858,6.634875426104496e-6,635457.4485934675,4,100,5070,building_footprint_area
CA,361,G06005700,Nevada & Sierra Counties PUMA,2.3316092491149902,3.6691823414389343e-6,635457.4485934675,2,100,5070,building_footprint_area
CA,62,G06006103,Placer County (East/High Country Region)--Auburn & Colfax Cities PUMA,115942.36172089633,0.04623884241606621,2507466.7890174263,26386,100,5070,building_footprint_area
CA,62,G06011301,"Yolo County (North)--Woodland & Winters Cities, UC Davis & Rural PUMA",101477.13375155209,0.04046998117622799,2507466.7890174263,7923,100,5070,building_footprint_area
CA,62,G06006101,Placer County (Southwest)--Roseville City PUMA,153637.1157965432,0.061271844743653534,2507466.7890174263,7578,100,5070,building_footprint_area
CA,58,G06005500,"Napa County--Napa, American Canyon & St. Helena Cities PUMA",137909.305286924,0.023747733359209502,5807261.821618947,14418,100,5070,building_footprint_area
CA,58,G06003300,Lake & Mendocino Counties PUMA,7.045071721076965,1.2131486296777545e-6,5807261.821618947,2,100,5070,building_footprint_area
CA,62,G06006102,"Placer County (Central)--Rocklin, Lincoln Cities & Loomis Town PUMA",134498.86834708322,0.05363934187929477,2507466.7890174263,9516,100,5070,building_footprint_area
CA,59,G06001700,"El Dorado County--El Dorado Hills, South Lake Tahoe City & Placerville City PUMA",190292.00247416645,0.05395718171598943,3526722.41993277,38228,100,5070,building_footprint_area
CA,58,G06009706,Sonoma County (East)--Santa Rosa City (East) PUMA,139125.27047194634,0.023957120368504586,5807261.821618947,13876,100,5070,building_footprint_area
CA,58,G06009705,Sonoma County (Central)--Santa Rosa City (West) PUMA,101167.01812034706,0.017420777851573383,5807261.821618947,5854,100,5070,building_footprint_area
CA,62,G06006705,Sacramento County (Northwest)--Sacramento City (Northwest/Natomas) PUMA,122867.74720148719,0.0490007475830354,2507466.7890174263,3665,100,5070,building_footprint_area
CA,62,G06006706,"Sacramento County (North)--Sacramento City (North), Antelope & Rio Linda PUMA",126105.31663984805,0.050291918996567674,2507466.7890174263,5955,100,5070,building_footprint_area
CA,62,G06006704,"Sacramento County (North Central)--North Highlands, Foothill Farms & McClellan Park PUMA",137843.74635535432,0.05497330890247589,2507466.7890174263,4524,100,5070,building_footprint_area
CA,62,G06006701,Sacramento County (North Central)--Citrus Heights City PUMA,111607.81003914773,0.04451018475219058,2507466.7890174263,4347,100,5070,building_footprint_area
CA,62,G06006712,"Sacramento County (Northeast)--Folsom City, Orangevale & Fair Oaks (East) PUMA",118570.58259794116,0.04728700021761968,2507466.7890174263,6548,100,5070,building_footprint_area
CA,62,G06011302,Yolo County (South)--Davis & West Sacramento Cities PUMA,114695.14734438062,0.04574144225827412,2507466.7890174263,4802,100,5070,building_footprint_area
CA,58,G06009702,"Sonoma County (South)--Petaluma, Rohnert Park & Cotati Cities PUMA",125887.8065816313,0.0216776529883642,5807261.821618947,8421,100,5070,building_footprint_area
CA,58,G06004103,Marin County (North & West)--Novato & San Rafael (North) Cities PUMA,102699.95315475203,0.017684746496606445,5807261.821618947,8809,100,5070,building_footprint_area
CA,58,G06009503,Solano County (Northeast)--Vacaville & Dixon Cities PUMA,142302.6826088596,0.024504265001296,5807261.821618947,10410,100,5070,building_footprint_area
CA,62,G06006703,"Sacramento County (North Central)--Arden-Arcade, Carmichael & Fair Oaks (West) PUMA",119415.08718616515,0.04762379613927371,2507466.7890174263,6118,100,5070,building_footprint_area
CA,62,G06009503,Solano County (Northeast)--Vacaville & Dixon Cities PUMA,7.027203589677811,2.802511132134071e-6,2507466.7890174263,3,100,5070,building_footprint_area
CA,58,G06011301,"Yolo County (North)--Woodland & Winters Cities, UC Davis & Rural PUMA",1.0230636596679688,1.7616971493507749e-7,5807261.821618947,1,100,5070,building_footprint_area
CA,62,G06006707,Sacramento County (West)--Sacramento City (Central/Downtown & Midtown) PUMA,132762.24092563055,0.052946759457442163,2507466.7890174263,4510,100,5070,building_footprint_area
CA,62,G06006713,Sacramento County (Central)--Rancho Cordova City PUMA,105475.55624355702,0.042064587537324304,2507466.7890174263,3649,100,5070,building_footprint_area
CA,62,G06006717,"Sacramento County--Galt, Isleton Cities, Delta Region & Rural PUMA",103626.2903063742,0.04132708387614621,2507466.7890174263,14897,100,5070,building_footprint_area
