PUMA20_GISJOIN,CZ90,CZ90_name,pop_overlap,share_of_PUMA20,PUMA20_total_pop,cells,grid_res_m,crs_epsg,method,PUMA20_name,state_fips,state,afactor,GISJOIN,STATEFP20,PUMACE20,GEOID20
G38000400,26204,"Steele city, ND",2373.937062,0.020914137,113508.7268,2348,100,5070,building_footprint_area,East Central North Dakota--Jamestown City PUMA,38,ND,0.020914137,G38000400,38,400,3800400
G38000400,26803,"Jamestown city, ND",36412.53688,0.320790638,113508.7268,13136,100,5070,building_footprint_area,East Central North Dakota--Jamestown City PUMA,38,ND,0.320790638,G38000400,38,400,3800400
G38000600,26801,"Fargo city, ND",178732.7031,0.999918751,178747.2261,13462,100,5070,building_footprint_area,Cass County--Fargo City PUMA,38,ND,0.999918751,G38000600,38,600,3800600
G38000500,26801,"Fargo city, ND",0.241683468,2.09e-06,115521.8779,2,100,5070,building_footprint_area,Northeast North Dakota--Grand Forks City PUMA,38,ND,2.09e-06,G38000500,38,500,3800500
G38000600,26704,"Grand Forks city, ND",0.392084777,2.19e-06,178747.2261,3,100,5070,building_footprint_area,Cass County--Fargo City PUMA,38,ND,2.19e-06,G38000600,38,600,3800600
G38000300,26410,"Dickinson city, ND",0.316115558,2.48e-06,127558.2849,2,100,5070,building_footprint_area,Bismarck & Mandan Cities PUMA,38,ND,2.48e-06,G38000300,38,300,3800300
G38000600,26803,"Jamestown city, ND",1.587777793,8.88e-06,178747.2261,2,100,5070,building_footprint_area,Cass County--Fargo City PUMA,38,ND,8.88e-06,G38000600,38,600,3800600
G38000100,26202,"Elgin city, ND",2287.129661,0.02256355,101363.9086,2539,100,5070,building_footprint_area,West North Dakota--Dickinson & Williston Cities PUMA,38,ND,0.02256355,G38000100,38,100,3800100
G38000300,26202,"Elgin city, ND",0.365047574,2.86e-06,127558.2849,1,100,5070,building_footprint_area,Bismarck & Mandan Cities PUMA,38,ND,2.86e-06,G38000300,38,300,3800300
G38000100,26403,"Bowman city, ND",3653.627757,0.036044661,101363.9086,2307,100,5070,building_footprint_area,West North Dakota--Dickinson & Williston Cities PUMA,38,ND,0.036044661,G38000100,38,100,3800100
G38000100,26404,"Lemmon city, SD",4667.899576,0.046050904,101363.9086,3049,100,5070,building_footprint_area,West North Dakota--Dickinson & Williston Cities PUMA,38,ND,0.046050904,G38000100,38,100,3800100
G38000100,26201,"Bismarck city, ND",1.200027347,1.18e-05,101363.9086,1,100,5070,building_footprint_area,West North Dakota--Dickinson & Williston Cities PUMA,38,ND,1.18e-05,G38000100,38,100,3800100
G38000400,26201,"Bismarck city, ND",1.305051029,1.15e-05,113508.7268,2,100,5070,building_footprint_area,East Central North Dakota--Jamestown City PUMA,38,ND,1.15e-05,G38000400,38,400,3800400
G38000400,26203,"Linton city, ND",7683.633948,0.067692011,113508.7268,6606,100,5070,building_footprint_area,East Central North Dakota--Jamestown City PUMA,38,ND,0.067692011,G38000400,38,400,3800400
G38000400,26802,"Lisbon city, ND",14486.12147,0.127621214,113508.7268,7665,100,5070,building_footprint_area,East Central North Dakota--Jamestown City PUMA,38,ND,0.127621214,G38000400,38,400,3800400
G38000600,26802,"Lisbon city, ND",12.5431554,7.02e-05,178747.2261,4,100,5070,building_footprint_area,Cass County--Fargo City PUMA,38,ND,7.02e-05,G38000600,38,600,3800600
G38000100,26603,"McLaughlin city, SD",3876.31865,0.038241606,101363.9086,1382,100,5070,building_footprint_area,West North Dakota--Dickinson & Williston Cities PUMA,38,ND,0.038241606,G38000100,38,100,3800100
G38000100,26401,"Buffalo town, SD",0.37224381,3.67e-06,101363.9086,3,100,5070,building_footprint_area,West North Dakota--Dickinson & Williston Cities PUMA,38,ND,3.67e-06,G38000100,38,100,3800100
G38000400,26605,"Aberdeen city, SD",0.718213074,6.33e-06,113508.7268,2,100,5070,building_footprint_area,East Central North Dakota--Jamestown City PUMA,38,ND,6.33e-06,G38000400,38,400,3800400
G38000400,26602,"Sisseton city, SD",4.005725205,3.53e-05,113508.7268,4,100,5070,building_footprint_area,East Central North Dakota--Jamestown City PUMA,38,ND,3.53e-05,G38000400,38,400,3800400
G46000300,26602,"Sisseton city, SD",19843.33218,0.151492642,130985.4515,11064,100,5070,building_footprint_area,Northeast South Dakota PUMA,46,SD,0.151492642,G46000300,46,300,4600300
G31000100,27701,"Scottsbluff city, NE",61311.48353,0.582442213,105266.2087,18739,100,5070,building_footprint_area,North Central & Northwest Nebraska PUMA,31,NE,0.582442213,G31000100,31,100,3100100
G31000100,27704,"Pine Ridge CDP, SD",5116.735015,0.048607574,105266.2087,3557,100,5070,building_footprint_area,North Central & Northwest Nebraska PUMA,31,NE,0.048607574,G31000100,31,100,3100100
G31000100,28304,"Valentine city, NE",5412.906851,0.051421125,105266.2087,3941,100,5070,building_footprint_area,North Central & Northwest Nebraska PUMA,31,NE,0.051421125,G31000100,31,100,3100100
G46000200,28304,"Valentine city, NE",0.15211086,1.52e-06,99876.82081,1,100,5070,building_footprint_area,Lakota Region PUMA,46,SD,1.52e-06,G46000200,46,200,4600200
G31000100,27003,"Ainsworth city, NE",4913.927257,0.046680956,105266.2087,4460,100,5070,building_footprint_area,North Central & Northwest Nebraska PUMA,31,NE,0.046680956,G31000100,31,100,3100100
G31000100,27001,"O'Neill city, NE",11917.49413,0.113212913,105266.2087,7306,100,5070,building_footprint_area,North Central & Northwest Nebraska PUMA,31,NE,0.113212913,G31000100,31,100,3100100
G31000200,27005,"Yankton city, SD",16676.84248,0.090730427,183806.5022,9912,100,5070,building_footprint_area,Northeast Nebraska PUMA,31,NE,0.090730427,G31000200,31,200,3100200
G31000200,27001,"O'Neill city, NE",1.771302622,9.64e-06,183806.5022,3,100,5070,building_footprint_area,Northeast Nebraska PUMA,31,NE,9.64e-06,G31000200,31,200,3100200
G31000200,28001,"Sioux City city, IA",36740.06721,0.199884481,183806.5022,9210,100,5070,building_footprint_area,Northeast Nebraska PUMA,31,NE,0.199884481,G31000200,31,200,3100200
G31000200,27801,"Norfolk city, NE",54859.18734,0.298461625,183806.5022,16436,100,5070,building_footprint_area,Northeast Nebraska PUMA,31,NE,0.298461625,G31000200,31,200,3100200
G31000100,27703,"Torrington town, WY",8.74905163,8.31e-05,105266.2087,9,100,5070,building_footprint_area,North Central & Northwest Nebraska PUMA,31,NE,8.31e-05,G31000100,31,100,3100100
G56000200,27703,"Torrington town, WY",20914.75976,0.209889787,99646.39071,8301,100,5070,building_footprint_area,"Campbell, Goshen, Platte, Johnson, Washakie, Weston, Crook & Niobrara Counties PUMA",56,WY,0.209889787,G56000200,56,200,5600200
G31000400,28304,"Valentine city, NE",1757.484127,0.017218471,102069.6991,1385,100,5070,building_footprint_area,Southwest Nebraska PUMA,31,NE,0.017218471,G31000400,31,400,3100400
G31000400,28305,"Broken Bow city, NE",669.8959815,0.006563123,102069.6991,583,100,5070,building_footprint_area,Southwest Nebraska PUMA,31,NE,0.006563123,G31000400,31,400,3100400
G31000100,28305,"Broken Bow city, NE",0.263334006,2.5e-06,105266.2087,1,100,5070,building_footprint_area,North Central & Northwest Nebraska PUMA,31,NE,2.5e-06,G31000100,31,100,3100100
G31000100,28303,"Oshkosh city, NE",1869.103407,0.017755968,105266.2087,1545,100,5070,building_footprint_area,North Central & Northwest Nebraska PUMA,31,NE,0.017755968,G31000100,31,100,3100100
G31000300,28305,"Broken Bow city, NE",10923.05237,0.100216966,108994.044,6570,100,5070,building_footprint_area,Central Nebraska PUMA,31,NE,0.100216966,G31000300,31,300,3100300
G31000300,27002,"Ord city, NE",8656.230647,0.0794193,108994.044,6071,100,5070,building_footprint_area,Central Nebraska PUMA,31,NE,0.0794193,G31000300,31,300,3100300
G31000300,27001,"O'Neill city, NE",772.5791868,0.00708827,108994.044,1085,100,5070,building_footprint_area,Central Nebraska PUMA,31,NE,0.00708827,G31000300,31,300,3100300
G31000200,27802,"Columbus city, NE",53204.98454,0.289461928,183806.5022,15835,100,5070,building_footprint_area,Northeast Nebraska PUMA,31,NE,0.289461928,G31000200,31,200,3100200
G31000400,28306,"North Platte city, NE",35726.42627,0.350019904,102069.6991,9727,100,5070,building_footprint_area,Southwest Nebraska PUMA,31,NE,0.350019904,G31000400,31,400,3100400
G31000701,28202,"Omaha city, NE",106264.4189,0.99980335,106285.32,28453,100,5070,building_footprint_area,"Dodge, Cass, Saunders & Washington Counties PUMA",31,NE,0.99980335,G31000701,31,701,3100701
G31000100,27702,"Cheyenne city, WY",12867.28594,0.122235674,105266.2087,4554,100,5070,building_footprint_area,North Central & Northwest Nebraska PUMA,31,NE,0.122235674,G31000100,31,100,3100100
G31000701,27802,"Columbus city, NE",2.552840397,2.4e-05,106285.32,7,100,5070,building_footprint_area,"Dodge, Cass, Saunders & Washington Counties PUMA",31,NE,2.4e-05,G31000701,31,701,3100701
G31000200,28202,"Omaha city, NE",0.201390684,1.1e-06,183806.5022,1,100,5070,building_footprint_area,Northeast Nebraska PUMA,31,NE,1.1e-06,G31000200,31,200,3100200
G31000400,28302,"Ogallala city, NE",11174.78774,0.109481931,102069.6991,4924,100,5070,building_footprint_area,Southwest Nebraska PUMA,31,NE,0.109481931,G31000400,31,400,3100400
G31000600,27802,"Columbus city, NE",8285.92916,0.060382049,137225.0412,4241,100,5070,building_footprint_area,Southeast Nebraska PUMA,31,NE,0.060382049,G31000600,31,600,3100600
G31000300,28608,"Kearney city, NE",2963.933689,0.027193538,108994.044,2143,100,5070,building_footprint_area,Central Nebraska PUMA,31,NE,0.027193538,G31000300,31,300,3100300
G31000300,27903,"Grand Island city, NE",85661.2585,0.78592605,108994.044,17557,100,5070,building_footprint_area,Central Nebraska PUMA,31,NE,0.78592605,G31000300,31,300,3100300
G31000901,28202,"Omaha city, NE",195062.3047,1.0,195062.3047,12304,100,5070,building_footprint_area,Douglas County--Omaha City (Northwest) PUMA,31,NE,1.0,G31000901,31,901,3100901
G31000600,27902,"York city, NE",24741.75696,0.180300598,137225.0412,9697,100,5070,building_footprint_area,Southeast Nebraska PUMA,31,NE,0.180300598,G31000600,31,600,3100600
G31000300,27902,"York city, NE",8.648720294,7.94e-05,108994.044,15,100,5070,building_footprint_area,Central Nebraska PUMA,31,NE,7.94e-05,G31000300,31,300,3100300
G31000902,28202,"Omaha city, NE",158920.4954,1.0,158920.4954,9477,100,5070,building_footprint_area,Douglas County--Omaha City (Southwest) PUMA,31,NE,1.0,G31000902,31,902,3100902
G31000300,27802,"Columbus city, NE",0.936448038,8.59e-06,108994.044,1,100,5070,building_footprint_area,Central Nebraska PUMA,31,NE,8.59e-06,G31000300,31,300,3100300
G31000904,28202,"Omaha city, NE",114013.063,1.0,114013.063,4442,100,5070,building_footprint_area,Douglas County--Omaha City (Southeast) PUMA,31,NE,1.0,G31000904,31,904,3100904
G31000300,28306,"North Platte city, NE",0.437757839,4.02e-06,108994.044,3,100,5070,building_footprint_area,Central Nebraska PUMA,31,NE,4.02e-06,G31000300,31,300,3100300
G31000600,27903,"Grand Island city, NE",24.74699865,0.00018,137225.0412,16,100,5070,building_footprint_area,Southeast Nebraska PUMA,31,NE,0.00018,G31000600,31,600,3100600
G31000702,28202,"Omaha city, NE",188827.5709,1.0,188827.5709,13549,100,5070,building_footprint_area,Sarpy County--Bellevue City PUMA,31,NE,1.0,G31000702,31,702,3100702
G31000100,28301,"Sterling city, CO",0.532379162,5.06e-06,105266.2087,3,100,5070,building_footprint_area,North Central & Northwest Nebraska PUMA,31,NE,5.06e-06,G31000100,31,100,3100100
G31000400,28609,"Lexington city, NE",33100.29754,0.324291125,102069.6991,10652,100,5070,building_footprint_area,Southwest Nebraska PUMA,31,NE,0.324291125,G31000400,31,400,3100400
G31000500,28608,"Kearney city, NE",58388.46937,0.508235413,114884.6929,13436,100,5070,building_footprint_area,South Central Nebraska PUMA,31,NE,0.508235413,G31000500,31,500,3100500
G31000801,28101,"Lincoln city, NE",170458.321,1.0,170458.321,11608,100,5070,building_footprint_area,Lancaster County--Lincoln City (North) PUMA,31,NE,1.0,G31000801,31,801,3100801
G31000701,28101,"Lincoln city, NE",1.212599307,1.14e-05,106285.32,3,100,5070,building_footprint_area,"Dodge, Cass, Saunders & Washington Counties PUMA",31,NE,1.14e-05,G31000701,31,701,3100701
G31000400,28607,"McCook city, NE",17981.60759,0.176169889,102069.6991,7900,100,5070,building_footprint_area,Southwest Nebraska PUMA,31,NE,0.176169889,G31000400,31,400,3100400
G31000802,28101,"Lincoln city, NE",150815.296,1.0,150815.296,14359,100,5070,building_footprint_area,Lancaster County--Lincoln City (South) PUMA,31,NE,1.0,G31000802,31,802,3100802
G31000500,28609,"Lexington city, NE",12028.26052,0.104698548,114884.6929,4203,100,5070,building_footprint_area,South Central Nebraska PUMA,31,NE,0.104698548,G31000500,31,500,3100500
G31000701,28102,"Nebraska City city, NE",17.1356062,0.000161,106285.32,10,100,5070,building_footprint_area,"Dodge, Cass, Saunders & Washington Counties PUMA",31,NE,0.000161,G31000701,31,701,3100701
G31000500,27901,"Hastings city, NE",40395.26615,0.351615739,114884.6929,9518,100,5070,building_footprint_area,South Central Nebraska PUMA,31,NE,0.351615739,G31000500,31,500,3100500
G31000300,27901,"Hastings city, NE",6.966678381,6.39e-05,108994.044,3,100,5070,building_footprint_area,Central Nebraska PUMA,31,NE,6.39e-05,G31000300,31,300,3100300
G31000600,27901,"Hastings city, NE",4.632306978,3.38e-05,137225.0412,7,100,5070,building_footprint_area,Southeast Nebraska PUMA,31,NE,3.38e-05,G31000600,31,600,3100600
G31000400,28606,"St. Francis city, KS",1654.052273,0.016205125,102069.6991,1497,100,5070,building_footprint_area,Southwest Nebraska PUMA,31,NE,0.016205125,G31000400,31,400,3100400
G31000400,28601,"Oberlin city, KS",3.648092508,3.57e-05,102069.6991,1,100,5070,building_footprint_area,Southwest Nebraska PUMA,31,NE,3.57e-05,G31000400,31,400,3100400
G31000600,29202,"Marysville city, KS",0.43477748,3.17e-06,137225.0412,2,100,5070,building_footprint_area,Southeast Nebraska PUMA,31,NE,3.17e-06,G31000600,31,600,3100600
G20000200,28102,"Nebraska City city, NE",0.107756846,7.51e-07,143577.3418,1,100,5070,building_footprint_area,North Central Kansas--Salina City PUMA,20,KS,7.51e-07,G20000200,20,200,2000200
G33000100,20301,"Berlin city, NH",30342.60626,0.1852637,163780.6342,10264,100,5070,building_footprint_area,"Grafton, Sullivan, Coos Counties PUMA",33,NH,0.1852637,G33000100,33,100,3300100
G33000100,20302,"Claremont city, NH",133375.9968,0.814357554,163780.6342,38379,100,5070,building_footprint_area,"Grafton, Sullivan, Coos Counties PUMA",33,NH,0.814357554,G33000100,33,100,3300100
G33000201,20302,"Claremont city, NH",1.56278038,1.16e-05,134620.949,2,100,5070,building_footprint_area,"Central Region--Byram, Terry, Utica & Vicksburg City PUMA",33,NH,1.16e-05,G33000201,33,201,3300201
G33000100,20600,"Manchester city, NH",49.31635843,0.000301,163780.6342,20,100,5070,building_footprint_area,"Grafton, Sullivan, Coos Counties PUMA",33,NH,0.000301,G33000100,33,100,3300100
G33000401,20600,"Manchester city, NH",117570.8216,1.0,117570.8216,23973,100,5070,building_footprint_area,"Central New Hampshire--Merrimack County (Central), Concord City PUMA",33,NH,1.0,G33000401,33,401,3300401
G33000701,20600,"Manchester city, NH",167968.7836,1.0,167968.7836,30127,100,5070,building_footprint_area,Outer Manchester City PUMA,33,NH,1.0,G33000701,33,701,3300701
G33000501,20600,"Manchester city, NH",32560.9053,0.299703125,108643.8633,9514,100,5070,building_footprint_area,Southwestern New Hampshire--Cheshire & Hillsborough (Western) Counties PUMA,33,NH,0.299703125,G33000501,33,501,3300501
G33000601,20600,"Manchester city, NH",114971.5496,1.0,114971.5496,4869,100,5070,building_footprint_area,Manchester City PUMA,33,NH,1.0,G33000601,33,601,3300601
G33000100,20700,"Keene city, NH",12.71485192,7.76e-05,163780.6342,5,100,5070,building_footprint_area,"Grafton, Sullivan, Coos Counties PUMA",33,NH,7.76e-05,G33000100,33,100,3300100
G33000501,20302,"Claremont city, NH",15.5810287,0.000143,108643.8633,4,100,5070,building_footprint_area,Southwestern New Hampshire--Cheshire & Hillsborough (Western) Counties PUMA,33,NH,0.000143,G33000501,33,501,3300501
G36002902,19300,"Poughkeepsie city, NY",128337.5145,1.0,128337.5145,19083,100,5070,building_footprint_area,Orange County (Northwest) PUMA,36,NY,1.0,G36002902,36,2902,3602902
G34001600,19600,"Newark city, NJ",144007.1453,0.999603786,144064.2256,25454,100,5070,building_footprint_area,Sussex County PUMA,34,NJ,0.999603786,G34001600,34,1600,3401600
G34001600,19300,"Poughkeepsie city, NY",57.08030021,0.000396,144064.2256,14,100,5070,building_footprint_area,Sussex County PUMA,34,NJ,0.000396,G34001600,34,1600,3401600
G36002903,19300,"Poughkeepsie city, NY",146247.1716,0.999678358,146294.226,15032,100,5070,building_footprint_area,Orange County (Southeast) PUMA,36,NY,0.999678358,G36002903,36,2903,3602903
G34000504,19600,"Newark city, NJ",106871.5369,1.0,106871.5369,9269,100,5070,building_footprint_area,"Passaic County (North)--Ringwood, Wanaque & Pompton Lakes PUMA",34,NJ,1.0,G34000504,34,504,3400504
G36002903,19600,"Newark city, NJ",47.05442852,0.000322,146294.226,7,100,5070,building_footprint_area,Orange County (Southeast) PUMA,36,NY,0.000322,G36002903,36,2903,3602903
G34000306,19600,"Newark city, NJ",104367.5157,1.0,104367.5157,9213,100,5070,building_footprint_area,"Bergen County (Northwest)--Ramsey, Oakland & Franklin Lakes PUMA",34,NJ,1.0,G34000306,34,306,3400306
G36003003,19600,"Newark city, NJ",122395.1496,0.999948484,122401.4552,4658,100,5070,building_footprint_area,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",36,NY,0.999948484,G36003003,36,3003,3603003
G36003002,19600,"Newark city, NJ",108748.0947,1.0,108748.0947,8159,100,5070,building_footprint_area,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",36,NY,1.0,G36003002,36,3002,3603002
G34000308,19600,"Newark city, NJ",106549.9462,1.0,106549.9462,7767,100,5070,building_footprint_area,"Bergen County (Central)--Ridgewood Village, Glen Rock & Westwood PUMA",34,NJ,1.0,G34000308,34,308,3400308
G34000305,19600,"Newark city, NJ",126301.6138,1.0,126301.6138,8362,100,5070,building_footprint_area,"Bergen County (East)--Tenafly, Park Ridge, Englewood City & Cresskill PUMA",34,NJ,1.0,G34000305,34,305,3400305
G34001501,19600,"Newark city, NJ",132847.3928,1.0,132847.3928,11038,100,5070,building_footprint_area,Morris County (North)--Dover Town & Kinnelon Borough PUMA,34,NJ,1.0,G34001501,34,1501,3401501
